Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
"What does ""de-MFC'ifying""a GUI app consist of? [closed]",441991,einpoklum,63497,2461,2022-10-30 21:12:40,-1,165,1,0,False,False,"['c++', 'linux', 'cross-platform', 'porting', 'mfc']",True
Avoiding forward declaration and circular reference in C++,441989,Janilson,305533,111,2022-10-30 19:16:31,0,138,0,10,False,False,"['object-oriented', 'c++', 'object-oriented-design']",False
Best practice/design pattern for working with a config file,441985,Ryan Folks,419265,13,2022-10-30 16:14:19,1,92,1,7,False,False,"['design-patterns', 'json']",False
Parse 8 bytes to date time,441983,rosi97,361593,135,2022-10-30 15:28:26,1,329,3,4,False,True,"['c++', 'parsing', 'date-format', 'hexadecimal']",False
I've a doubt regarding Environment Model of execution,441979,Dennis,418839,19,2022-10-30 05:46:17,0,78,2,0,False,False,"['programming-practices', 'programming-languages', 'generic-programming']",False
Android Jetpack DataStore item separation,441975,TheLibrarian,261872,111,2022-10-29 22:19:19,1,43,0,2,False,False,"['android', 'kotlin']",False
Object Diagram help [closed],441972,kmvfkmfv,422386,17,2022-10-29 20:52:38,-1,70,1,2,False,False,"['design', 'uml', 'class-diagram', 'diagrams']",True
When unit-testing should common methods put in static class or in base class?,441971,theateist,410320,101,2022-10-29 20:35:33,0,231,1,17,True,False,"['c#', 'unit-testing']",False
"Is there a design reason why Git commits only store pointers to their parents, not children?",441962,Lou,127164,336,2022-10-29 10:49:25,0,302,3,2,True,False,"['design', 'git']",False
Python: Is returning self in method chaining a violation of Demeter's law?,441956,Ezequiel Castaño,421243,151,2022-10-29 04:16:45,1,327,3,4,False,True,"['python', 'spark', 'law-of-demeter']",False
What's the difference between business modeling and requirement in RUP?,441946,Jackoo,419121,19,2022-10-28 10:14:10,1,84,2,10,True,False,['rational-unified-process'],False
Handling asynchronous domain events with multiple handlers & allowing them to fail independently,441943,Andrew Dunai,422317,101,2022-10-28 08:04:00,0,175,1,0,False,False,"['domain-driven-design', 'domain-model', 'cqrs', 'eventual-consistency']",False
Do usecase-class work with domain-model or data-model at cleanarchitecture?,441939,Cit,422308,21,2022-10-28 06:18:51,-1,86,1,1,True,False,"['domain-model', 'use-case', 'clean-architecture', 'dto']",False
How to handle multi-region writes for a joint user registration?,441937,mockitodorito,422316,1,2022-10-27 23:17:30,0,40,0,6,True,False,"['database-design', 'relational-database', 'asynchronous-programming', 'distributed-system', 'data-replication']",False
Is there a canonical way to format 'usage' output for a cli script?,441932,Yirmi,422305,121,2022-10-27 18:14:45,1,147,2,0,True,True,"['python', 'cli']",False
Designing long running background jobs that are part of domain language,441927,Patrick Christie,418672,77,2022-10-27 14:28:05,0,78,0,0,False,False,"['architecture', 'domain-driven-design', 'abstraction']",False
"Dependency Injection with multiple, dynamically created objects",441923,PieterV,422276,185,2022-10-27 12:39:15,3,533,4,3,True,False,['dependency-injection'],False
"Is there a common term for a fixed-length, fifo, ""push through"" array or list?",441918,Fattie,19385,427,2022-10-27 11:17:27,12,3000,2,1,False,False,"['data-structures', 'terminology']",False
Authorization using Azure AD B2C access tokens in Python / Flask,441916,linus,422281,119,2022-10-27 10:40:57,1,269,0,2,True,False,"['python', 'authentication', 'authorization', 'azure', 'flask']",False
How to think about system design questions methodically?,441901,Jeremy Fisher,150140,151,2022-10-26 18:23:46,4,345,3,1,True,True,"['design', 'distributed-system']",False
"Process many types of work in parallel, but sequential for each type of work",441900,tm1701,422260,99,2022-10-26 16:42:06,3,241,2,1,False,True,"['design', 'design-patterns', 'enterprise-architecture', 'integration']",False
Best practice for storing a static pdf file in a web app,441894,Accollativo,182520,459,2022-10-26 15:34:51,0,169,2,2,False,False,"['spring-boot', 'static', 'files', 'angular']",False
Is there a non-deterministic function without side effects?,441891,Helin Wang,422254,271,2022-10-26 15:03:13,16,5000,5,1,True,True,"['functional-programming', 'side-effect', 'pure-function']",False
Microservices shouldn't run in a big machine?,441890,Matheus Cirillo,323704,173,2022-10-26 14:48:59,2,206,1,1,True,True,"['architecture', 'microservices']",False
"Is it bad practice to require nested JSON data, on my API endpoints?",441889,robustillusive,374048,51,2022-10-26 13:51:02,1,322,1,0,True,False,"['api', 'api-design']",False
Why are vertical and horizontal spacing heavily used in coding styles?,441871,Nobody-Knows-I-am-a-Dog,422217,165,2022-10-25 18:06:50,4,499,5,3,True,False,"['coding-style', 'coding-standards']",False
Is it okay to open separate database connections in each method or is there a better way to do it?,441868,BeeFriedman,402502,335,2022-10-25 17:31:17,0,272,2,5,True,True,"['c#', 'database', 'sql']",False
Where to send the email to notify an error in a worker?,441865,Álvaro García,412921,287,2022-10-25 16:16:53,1,84,2,6,True,True,['c#'],False
"C# coding style, functional approach",441863,Cowborg,422200,119,2022-10-25 12:12:34,1,244,2,2,False,False,"['c#', 'object-oriented-design', 'coding-style', 'functional-programming']",False
Regrouping several application files into one,441860,f222,351985,1020,2022-10-25 10:28:45,1,68,1,1,False,True,"['standards', 'file-handling']",False
DDD rich domain model - dynamic dependencies - EAA,441856,pepsi-maniac,401327,41,2022-10-25 02:44:06,1,149,2,5,True,True,"['architecture', 'domain-driven-design', 'architectural-patterns', 'domain-model']",False
How to estimate scaling up costs/resources-needed of a project? [closed],441853,GoodMan,422014,109,2022-10-24 21:34:09,0,66,1,3,True,False,"['web-development', 'mobile', 'estimation', 'pricing', 'large-scale-project']",True
"Looking for a sanity check, do you alphabetize your code? Is that even a thing? [closed]",441838,Gail,422147,127,2022-10-24 12:27:40,1,263,4,2,False,False,"['clean-code', 'conventions', 'coding']",True
How to automatically calculate the norm for users in our time registration application?,441837,Allart,400897,99,2022-10-24 11:56:48,-1,90,1,10,True,False,"['design', 'architecture', 'requirements', 'architectural-patterns']",False
How to measure progress on a replatforming project?,441835,HSLM,374415,107,2022-10-24 11:49:33,-1,64,1,0,False,False,"['architecture', 'microservices', 'project-management']",False
Database many to many insert pattern,441834,cluelessatthis,375048,109,2022-10-24 11:48:55,0,72,2,3,False,False,"['database', 'database-design']",False
Applying Domain Driven Design to applications with both reading and writing heavy logics,441832,Andrew,422141,1,2022-10-24 10:04:35,0,71,1,2,False,False,"['domain-driven-design', 'architectural-patterns', 'cqrs']",False
Software development in Python: unittests and assertions,441825,JrCaspian,422113,117,2022-10-23 15:13:00,-1,120,1,0,True,True,"['python', 'unit-testing', 'software', 'assertions']",False
Clean Architecture : Application State,441823,hamid,422104,9,2022-10-23 06:25:58,0,188,1,0,False,False,"['design', 'architecture', 'domain-driven-design']",False
Event sourcing authentication remeber_me token best practices,441822,pepsi-maniac,401327,41,2022-10-23 00:02:11,0,41,0,1,False,False,['event-sourcing'],False
Initialize minimum value to INT_MAX or to first scanf call,441820,Nicholas Ficara,414694,59,2022-10-22 18:36:20,2,198,6,3,True,True,['c'],False
Microservice optimized data sharing between services,441815,Viktor Baert,310807,161,2022-10-22 11:30:17,0,82,1,2,False,True,"['database', 'microservices']",False
System design to present live query results over realtime data,441808,geofflittle,105453,157,2022-10-21 23:24:57,-2,46,1,0,True,False,"['design', 'sql', 'real-time', 'reactive', 'logic-programming']",False
How to design my API that interacts with a third party API and persists to a database,441807,juyebgastro,422067,17,2022-10-21 22:37:38,0,120,1,4,True,False,"['java', 'api-design', 'backend', 'spring-boot']",False
What would be the reason for using asynchronous programming on a web server?,441804,Nikster2014,422063,157,2022-10-21 18:53:59,4,220,1,0,False,False,"['javascript', 'node.js']",False
Help implementing call to external API and store summary in my database in hexagonal architecture with DDD,441801,TheEmpire12,366413,9,2022-10-21 15:51:45,0,339,2,1,True,False,"['domain-driven-design', 'clean-architecture', 'hexagonal-architecture']",False
"If I want to add 'period' in the database (one month), and would like to make calculations with the first day of the period. What would I have to do? [closed]",441798,businessanalyst-junior-,421632,65,2022-10-21 13:29:57,2,61,2,6,False,False,"['database', 'data', 'data-types']",True
Is DynamoDB optimistic locking with one version attribute for each field in an item a valid design pattern?,441795,fblundun,422043,111,2022-10-21 09:39:49,1,104,1,3,True,False,"['database-design', 'concurrency', 'nosql', 'aws']",False
Async scraper in Python,441810,Pavlin,422077,159,2022-10-21 09:18:46,2,165,2,4,False,True,"['python', 'web-scraping']",False
How to handle Authorized & Non-Authorized Routes in Microservices with Tokens,441791,Gianluca Fuoco,422028,11,2022-10-21 05:39:57,1,68,0,1,False,False,"['design', 'design-patterns', 'api-design', 'microservices', 'jwt']",False
Need a deeper understanding of how a Virtual DOM is different from a real DOM,441788,devdevdove,421796,147,2022-10-20 18:55:41,4,190,1,0,False,False,"['front-end', 'reactjs', 'browser', 'dom']",False
Does it make sense to put all related records in one source file,441779,Qben,95182,141,2022-10-20 13:53:14,3,333,3,10,False,True,"['c#', 'architecture']",False
How to make a mobile (flutter) app that also works in VR (unity),441775,DevGuru,422001,11,2022-10-20 12:19:03,0,46,2,7,False,False,"['cross-platform', 'ui', 'multi-platform']",False
Folder and Project Structure in MVVM for WPF Solution,441771,Tiran,421992,3,2022-10-20 10:47:21,0,511,1,4,False,True,"['mvvm', 'wpf', 'file-structure', 'directory-structure']",False
How do I design a drawing program with the separation of concerns?,441768,abenci,236437,207,2022-10-20 09:04:06,2,193,3,0,False,True,['architecture'],False
How to merge a lot of smaller tables with single-column differences into a one bigger table?,441762,Lube,421983,19,2022-10-20 07:29:32,-1,43,1,2,False,True,"['database', 'database-design']",False
"Why do the arguments in PHP's array_udiff() comparison function not always stay ""in order""?",441753,WackGet,421967,109,2022-10-19 23:57:00,0,67,1,2,False,True,['php'],False
Separating network logic from business logic,441751,Simone Brigante,412927,19,2022-10-19 22:05:41,1,77,3,17,True,False,"['object-oriented', 'clean-code', 'architectural-patterns', 'patterns-and-practices']",False
How to update many properties in DDD?,441745,Álvaro García,412921,287,2022-10-19 18:43:59,0,252,1,2,True,False,['domain-driven-design'],False
Authentication for an app that only has one user,441742,bonum_cete,127589,111,2022-10-19 17:35:10,0,159,5,4,False,False,['authentication'],False
Difference between outcome of using mutex/spinlock/semaphore in this deadlock situation?,441741,Lilian Shi,421951,11,2022-10-19 17:16:17,0,53,1,10,True,False,"['multithreading', 'parallel-programming', 'mutex', 'semaphore']",False
How to model multiple requirement scenario,441739,Sachith Muhandiram,187694,99,2022-10-19 16:01:47,-1,31,1,0,False,False,"['database-design', 'data-structures', 'dependencies']",False
Reprocessing out of order events in a stateful stream,441738,bangnab,20487,746,2022-10-19 15:59:54,2,77,1,1,True,False,"['design', 'distributed-system', 'stream-processing', 'apache-kafka']",False
Rest API design - endpoints for multiple types,441737,pepsi-maniac,401327,41,2022-10-19 15:56:27,1,352,2,6,True,True,['api-design'],False
Dynamic Variables from JSON Parameter File,441734,Liz Livingston,421939,3,2022-10-19 14:51:01,0,269,1,0,True,True,"['python', 'json', 'parameters']",False
Should clients send all required information to servers?,441733,user7340,362776,130,2022-10-19 14:37:19,0,267,4,0,False,False,"['design', 'architecture', 'microservices']",False
File system for abstracting S3 object storage,441730,dumazy,116570,1129,2022-10-19 13:36:59,-1,39,1,3,True,False,"['file-systems', 'file-storage', 'minio']",False
Can access modifiers be completely replaced with programming to interfaces?,441727,Ondrej Bozek,115147,136,2022-10-19 08:50:00,2,324,2,1,False,False,"['java', 'programming-languages', 'interfaces', 'development-methodologies', 'access-modifiers']",False
Lambdas vs scope blocks for encapsulation in c++,441726,Jake1234,368556,129,2022-10-19 08:31:38,0,70,0,2,True,False,"['c++', 'encapsulation', 'lambda', 'scope']",False
Auth0 Middleware Layer Abstraction,441724,DeeKayy90,258959,101,2022-10-19 07:00:21,0,35,0,1,True,False,"['design', 'authentication', 'abstraction', 'middleware']",False
Resource Specific Permissions in Microservice architecture,441721,Lubu,421906,9,2022-10-18 21:22:35,0,45,1,1,False,False,"['design', 'architecture', 'permissions']",False
Data Replication Without Messages,441720,Michal Moravik,362360,101,2022-10-18 20:40:57,0,64,0,2,False,False,"['architecture', 'database', 'domain-driven-design', 'microservices', 'data-replication']",False
Abstract Factory for methods/constructor with different arguments,441707,ledermauss,421834,1,2022-10-18 08:38:41,0,154,0,1,True,False,"['python', 'factory-method', 'abstract-factory']",False
Is there any benefit to a separate table that is one-to-one with the primary data table?,441698,Kaypro II,17869,346,2022-10-17 20:26:01,9,3000,10,1,True,False,"['database-design', 'sql', 'relational-database', 'oracle', 'relational-modelling']",False
Avoiding Synchronous Communication Between Microservices,441697,The Corn Inspector,414081,109,2022-10-17 20:17:57,0,262,4,0,True,False,"['design', 'architecture', 'web-development', 'microservices', 'architectural-patterns']",False
What sort of http error code to return when the request is bad AND there is an error on the server?,441694,Benjamin Berman,346486,197,2022-10-17 19:32:32,1,171,3,3,True,False,['http'],False
python language construct or facility to tag entering and exiting a while loop,441689,user247243,166819,131,2022-10-17 16:39:58,-2,75,1,5,True,False,['python-3.x'],False
Why is it needed to use an event to notify the order was modified when I add a new order line?,441685,Álvaro García,412921,287,2022-10-17 14:49:01,-1,144,1,6,True,True,['domain-driven-design'],False
How to enrich an accesstoken with claims from external system in ADFS (OIDC),441674,Inx51,210295,223,2022-10-16 11:27:50,0,30,0,2,False,False,"['.net', 'active-directory']",False
Is code written inline faster than using function calls?,441670,devdevdove,421796,147,2022-10-16 07:17:56,8,6000,5,1,False,True,"['python', 'programming-languages', 'performance', 'functions']",False
Clarifications on application/server architecture in manufacturing context,441658,jake_dev,421774,1,2022-10-15 15:13:47,0,34,0,5,True,False,"['design', 'architecture', 'api']",False
"Restful design of read only list, with the exception of one published and one draft item",441657,Decent Dabbler,21386,580,2022-10-15 14:22:17,-2,89,1,3,True,False,"['rest', 'api-design']",False
Is it normal for names in functional programming to be extremely terse?,441652,SRSR333,362678,315,2022-10-15 07:15:07,6,395,2,2,False,True,"['functional-programming', 'ocaml']",False
When should I create another branch in git and when should I use the main branch?,441647,BeeFriedman,402502,335,2022-10-14 19:15:22,15,2000,7,10,True,True,['git'],False
What is the definition of 'Availability'?,441645,Jared Schreiber,421743,47,2022-10-14 15:15:04,2,159,1,0,False,True,"['design', 'architecture', 'definition', 'quality-attributes']",False
How to design software architecture without solid requirements?,441629,uss,116416,141,2022-10-14 04:10:22,0,146,2,3,False,False,"['software', 'clean-architecture', 'requirements-management']",False
"How did the IEEE 754 standard choose how many bits to allocate to each field (i.e. sign, exponent, mantissa)?",441627,hackm,421715,53,2022-10-14 03:15:36,5,190,2,2,False,True,"['data', 'standards', 'floating-point']",False
"Share Global Variable in DLL, feasible or naive?",441626,VJZ,354245,137,2022-10-14 01:19:20,1,240,2,0,True,False,"['c++', 'libraries', 'windows']",False
Iterating through stacks and queues?,441618,Lazar Ljubenović,316099,151,2022-10-13 19:49:44,3,262,4,0,False,True,"['algorithms', 'data-structures', 'stack', 'queue']",False
Best way to check for truthy values in PHP?,441617,Gabriel Smoljár,85146,365,2022-10-13 18:31:39,0,49,0,1,False,False,"['php', 'data-types', 'comparison', 'wordpress']",False
Deployment of two programs that communicate between them,441614,thecatbehindthemask,396780,119,2022-10-13 16:10:24,1,140,0,3,True,False,"['c++', 'python', 'deployment', 'sockets']",False
Formal methods for software defect investigation?,441613,MattP,114709,99,2022-10-13 16:03:35,-1,61,1,2,False,False,"['process', 'defect']",False
Common code at beginning of all implementations of an interface - c#,441609,RJKVictor,421693,13,2022-10-13 14:08:28,0,256,3,0,True,True,['c#'],False
"In DDD, concurrency belongs to application layer?",441607,Álvaro García,412921,287,2022-10-13 12:11:29,0,155,1,4,True,True,"['domain-driven-design', 'concurrency']",False
Should I abstract function calls with duplicate arguments?,441603,Thiago Pereira Maia,421687,143,2022-10-13 11:11:58,2,178,2,0,False,True,"['coding-style', 'code-quality', 'clean-code', 'functions', 'abstraction']",False
Effective way to discover nodes in peer-to-peer network,441602,Vencat,346636,119,2022-10-13 10:33:12,1,96,1,1,True,False,"['networking', 'p2p']",False
Is it bad practice to specialize template method to implement strategy pattern in C++?,441601,Delgan,192965,357,2022-10-13 10:01:54,1,68,0,6,False,False,"['c++', 'templates', 'strategy-pattern']",False
Allowing an invalid state before an entity creation process is completed?,441599,Patrick Christie,418672,77,2022-10-13 05:08:12,1,66,0,3,True,False,"['domain-driven-design', 'domain-model', 'domain-objects']",False
How to generate idempotency token for remote cache,441597,Saurav Prakash,386044,107,2022-10-13 00:44:00,0,74,0,4,False,False,"['java', 'concurrency', 'caching']",False
Functional or non functional requirements? [closed],441588,businessanalyst-junior-,421632,65,2022-10-12 14:21:30,1,194,2,1,False,False,"['requirements', 'requirements-management', 'functional-requirements', 'non-functional']",True
should a single end-to-end test aim to validate a scenarios or a specific feature of an application,441581,Joulin Nicolas,413443,109,2022-10-12 12:30:55,0,44,2,0,False,False,"['testing', 'end-to-end']",False
How to create useful tests for fixed byte values,441578,Lionel Briand,421615,111,2022-10-12 11:29:07,0,118,1,10,False,True,"['unit-testing', 'testing']",False
"What's stopping an app from using another platform's storage, for free?",441575,DanDev,403757,33,2022-10-12 10:29:00,1,273,3,7,False,True,"['licensing', 'api', 'data', 'storage', 'law']",False
What is the best way to keep some constant complex data structures in a C++ code?,441572,TonySalimi,44649,211,2022-10-12 08:41:28,2,219,2,4,False,True,"['c++', 'xml', 'constants']",False
How would I model my NoSQL database for a conversational bot,441569,AlePouroullis,417075,113,2022-10-11 22:37:12,0,52,0,0,False,False,"['database', 'api', 'nosql', 'aws']",False
Software design patterns for versioning of domain entities/logic,441568,martin,421602,121,2022-10-11 22:34:17,2,200,2,2,False,False,"['design-patterns', 'domain-driven-design', 'domain-model']",False
Security implications of storing credentials in a .env file,441566,Pierre Baudin,421601,97,2022-10-11 21:49:52,-2,76,1,2,False,False,"['security', 'vue.js']",False
Handling events internally in server,441565,AlePouroullis,417075,113,2022-10-11 20:50:19,1,30,0,17,True,False,"['api', 'server', 'backend']",False
On which layer of Clean Architecture hierarchy must be the entities with application-specific properties?,441557,Takesi Tokugawa YD,375105,173,2022-10-11 09:11:02,1,220,0,2,True,False,"['use-case', 'clean-architecture']",False
"Why the ""Use Cases"" and ""Request and Response Models"" are the different sections of the ""Business rules"" chapter?",441556,Takesi Tokugawa YD,375105,173,2022-10-11 08:54:20,0,91,0,4,False,False,"['use-case', 'clean-architecture']",False
DDD entity validations that query 3rd party services,441555,Patrick Christie,418672,77,2022-10-11 00:22:55,0,33,0,10,True,False,"['python', 'domain-driven-design', 'validation']",False
How to deal with often repeated relations in UML Class Diagrams / ERM?,441544,Edgar Alloro,191548,409,2022-10-10 11:15:35,1,129,2,0,False,True,"['uml', 'class-diagram']",False
"Is documenting a big project with UML Diagrams needed, good to have or even not possible?",441543,Edgar Alloro,191548,409,2022-10-10 10:26:47,28,9000,6,1,True,False,"['documentation', 'uml']",False
"in DDD, when I don't want navigation property from child to parent, is it still needed at least a property for the ID of the parent?",441542,Álvaro García,412921,287,2022-10-10 10:06:39,0,94,0,6,True,False,['domain-driven-design'],False
How to implement repository in clean architecture,441539,z0mbieKale,360201,129,2022-10-10 07:59:35,0,147,0,0,True,False,['clean-architecture'],False
When Should I Use a Static Class and When Should I Just Use Functions?,441515,BeeFriedman,402502,335,2022-10-07 20:18:40,1,554,3,0,False,True,"['design', 'c#', 'object-oriented', '.net']",False
What is the benefit of caching a hash value in a string object?,441513,Kaz,50950,3534,2022-10-07 19:04:10,6,394,3,3,True,True,"['strings', 'hashing']",False
What is the purpose of using strings as identifiers or flags instead of enumerated types?,441512,user16217248,404182,783,2022-10-07 18:10:15,3,287,2,1,False,False,"['strings', 'enum']",False
Django: Is there a reason to separate api calls into their own url endpoints?,441505,noob112233,421356,21,2022-10-07 10:08:57,1,64,1,2,True,True,"['architecture', 'api', 'django']",False
Shared Branch while working on User Story,441504,mdiebels,421444,33,2022-10-07 09:13:59,2,188,2,1,True,True,"['git', 'project-management', 'scrum', 'github']",False
Data autonomy using files in a micro service application,441500,Q-bertsuit,351450,193,2022-10-07 08:22:52,1,80,1,1,False,True,"['design-patterns', 'microservices', 'docker']",False
What log level should be used for an expected but (potentially) bad occurrence?,441499,Puck,360488,45,2022-10-07 08:07:07,2,888,2,2,False,True,"['api', 'logging', 'api-gateway']",False
Is it premature optimisation to test a condition to skip a small loop?,441498,lampshade,288846,103,2022-10-07 07:42:16,0,155,1,1,True,True,"['javascript', 'optimization', 'typescript']",False
Undoing incremental increases in complexity after the fact,441496,Martin Ueding,22584,933,2022-10-07 06:39:03,3,88,1,1,True,False,['technical-debt'],False
Queue system with priority on Consumers,441487,Ryan,12551,320,2022-10-06 20:49:27,0,42,1,0,True,False,"['message-queue', 'distributed-system']",False
Memory Alignment,441478,Hello,421411,19,2022-10-06 16:52:15,1,308,4,3,True,False,"['memory', 'cpu', 'memory-usage']",False
How do compilers work in a language that doesn't allow recursion?,441474,csxyyyyy,421415,151,2022-10-06 16:08:20,13,6000,8,5,True,True,"['programming-languages', 'functional-programming', 'compiler', 'recursion']",False
Why do we separate interface when implementing interface injection variant of DI?,441473,Nishant Chauhan,420893,31,2022-10-06 15:50:47,2,129,1,6,True,False,"['design-patterns', 'object-oriented-design', 'dependency-injection', 'inversion-of-control']",False
Bubbling errors upstream in async message-based services,441471,Milkncookiez,213565,171,2022-10-06 15:43:05,0,61,1,2,False,False,"['microservices', 'error-handling', 'message-queue', 'client-server', 'async']",False
CQS principle and validation,441467,Álvaro García,412921,287,2022-10-06 11:29:48,0,34,0,1,False,False,"['validation', 'cqs']",False
Is the combination of state machine and pure function a programming style?,441466,Equescript,421403,9,2022-10-06 11:12:42,0,226,3,5,True,False,"['coding-style', 'coding-standards', 'finite-state-machine', 'pure-function']",False
API Gateway- how internal services should communicate with external system,441464,X.Otano,283925,612,2022-10-06 10:21:51,2,90,1,3,True,False,"['api', 'api-gateway']",False
"Best practices to link, associate, or abstract similar but different entities together",441462,user21918,21918,121,2022-10-06 04:35:28,1,81,1,2,False,True,"['design', 'design-patterns', 'architecture', 'domain-driven-design', 'api-design']",False
Best practices to integration test a CLI app that makes REST calls to a downstream service,441457,Astrum,385869,151,2022-10-05 20:29:04,0,32,0,10,True,False,['integration-tests'],False
How to handle a new method in the interface that is not applicable for all classes?,441455,Zed,319453,109,2022-10-05 19:00:13,0,155,2,0,False,False,"['java', 'object-oriented', 'object-oriented-design', 'interfaces']",False
Reassign parameter to local variable,441454,Barmar,122493,278,2022-10-05 18:46:16,0,154,2,3,False,False,"['coding-style', 'functions', 'parameters', 'local-variable']",False
"When an entity has state, all the behavior depends on the state?",441447,Álvaro García,412921,287,2022-10-05 15:34:54,0,62,1,2,False,False,['domain-driven-design'],False
Microservice Granularity: Should a service ever be broken into smaller services with a shared database?,441445,nanotek,279495,311,2022-10-05 14:46:31,1,86,2,0,True,True,"['design', 'architecture', 'web-applications', 'microservices', 'web-services']",False
Relaxing layering rules for queries?,441444,plalx,87832,379,2022-10-05 14:28:24,2,227,2,0,False,False,"['architecture', 'domain-driven-design', 'cqrs']",False
How to post domain events with aggregate root Id before the root is persited?,441442,lavrik,421358,101,2022-10-05 11:45:38,0,79,0,1,False,False,"['domain-driven-design', 'persistence']",False
Self-Selecting Variant of the Strategy Pattern?,441440,MrTrick,421355,123,2022-10-05 10:31:25,2,82,1,3,True,True,"['design-patterns', 'naming', 'strategy-pattern']",False
Should I stop using jQuery and create custom abstractions?,441437,pikachu,381584,19,2022-10-05 08:20:23,1,223,2,2,False,False,"['jquery', 'abstraction']",False
Should I implement one interface with two methods or two interfaces?,441426,Tinker,399925,155,2022-10-04 20:39:34,3,352,4,0,True,False,"['java', 'object-oriented', 'object-oriented-design']",False
Is this a good alternative to state pattern?,441420,Álvaro García,412921,287,2022-10-04 16:22:39,0,145,2,4,True,False,['domain-driven-design'],False
DDD: Where to put safety checks? Where to put the check if the user is allowed to do this?,441414,danielmoessner,421308,111,2022-10-04 11:31:08,0,128,1,0,False,True,"['python', 'domain-driven-design', 'domain-model']",False
Efficient way to implement hierarchical inheritance in SQL?,441403,user2563087,421284,11,2022-10-03 20:57:19,1,73,0,1,True,False,"['database-design', 'sql', 'relational-database']",False
Design a push events service at code level,441399,pAndrei,198654,111,2022-10-03 19:34:25,1,51,0,6,False,False,"['design', 'api-design', 'microservices', 'typescript']",False
Operating systems - whose responsibility is it to coordinate process I/O requests?,441390,Stefan Rendevski,304272,376,2022-10-03 08:39:45,2,208,2,3,True,True,"['operating-systems', 'io', 'drivers']",False
Eliminating combinations based on user input,441384,Saul Goodman,421248,39,2022-10-03 02:37:30,3,192,3,4,False,False,"['algorithms', 'javascript', 'data-structures', 'data', 'combinatorics']",False
Architecture for worker pool with different task complexities and sizes of boxes,441383,nanotek,279495,311,2022-10-03 00:15:55,1,110,2,1,False,True,"['design', 'design-patterns', 'architecture', 'database', 'microservices']",False
Using the decorator pattern to populate entity properties,441377,filur,256422,137,2022-10-02 21:24:29,2,92,1,0,False,False,"['c#', 'design-patterns']",False
"From the ECB & DAL perspectives, is this design acceptable?",441375,Ahmed Alhallag,373596,149,2022-10-02 20:40:39,0,55,0,10,False,False,"['python', 'object-oriented-design', 'clean-architecture', 'coupling', 'dao']",False
Why do heavily object-oriented languages avoid having functions as a primitive type?,441373,J. Mini,373159,761,2022-10-02 19:33:08,38,9000,10,7,False,True,"['object-oriented', 'language-agnostic', 'language-design', 'functions', 'delegates']",False
Tests of 1-Dependency VS Tests of 0-Dependency,441356,Dave Cousineau,47207,265,2022-10-01 18:49:27,0,163,3,4,False,False,"['unit-testing', 'testing', 'integration-tests']",False
"Is there a way to discover nearby devices in proximity, but without exposing your actual location to the server?",441354,udbhavs,408727,25,2022-10-01 17:23:57,-1,54,1,0,False,False,"['p2p', 'geolocation']",False
How to handle maintenance to your queuing server (e.g. rabbitMQ),441352,nanotek,279495,311,2022-10-01 13:27:40,0,39,0,2,False,False,"['design', 'architecture', 'message-queue', 'messaging', 'rabbitmq']",False
"In the OO DDD , does the domain object access the repository directly?",441348,Ced,196981,276,2022-10-01 01:10:46,3,283,2,2,False,True,"['object-oriented', 'domain-driven-design']",False
Why is the product of the order item a reference to the ID of the product and not a value object?,441341,Álvaro García,412921,287,2022-09-30 17:37:02,1,152,3,17,True,True,['domain-driven-design'],False
Where to save entity metadata in a Ports-And-Adapters Architecture,441337,Mirco,73457,621,2022-09-30 13:43:52,0,113,2,2,True,False,"['design', 'architecture', 'clean-architecture', 'onion-architecture', 'hexagonal-architecture']",False
Test coverage for various code logic permutations... Metadata/Artifacts in algorithm results to describe which case?,441332,Mr. Boy,104623,231,2022-09-30 10:37:16,2,110,1,4,False,True,"['unit-testing', 'testing', 'mocking', 'test-coverage']",False
Code for interface and the type erasure problem,441324,EmmanuelMess,168986,119,2022-09-30 01:49:02,0,196,4,10,True,True,"['design', 'modules']",False
Refactoring multiple non-nested if statements [C#],441318,Azhari,421119,125,2022-09-29 18:05:33,0,270,3,0,False,False,"['c#', 'design-patterns', '.net', 'if-statement']",False
How to create an order if depends of anohter root entity?,441314,Álvaro García,412921,287,2022-09-29 11:00:35,0,42,0,1,True,False,['domain-driven-design'],False
Reducing contention/locking in a job system involving read/write dependencies?,441312,HateDread,381825,3,2022-09-29 10:16:07,0,109,1,6,True,True,"['c++', 'multithreading']",False
Still confused why a monolithic operating system is faster than a layered operating system,441310,Eric Gumba,305151,279,2022-09-29 08:07:00,1,374,3,0,True,True,['operating-systems'],False
"if I write 16 bit floating point number representation of 2044 and 2045.5 it's seems like the same, which is 0 1001001 11111111 why is that? [closed]",441306,Senu Nawamina,421074,1,2022-09-28 22:48:32,-4,136,1,0,False,False,"['floating-point', 'arithmetic']",True
Best practice to architect a system in which local users may override global definitions,441302,Denis123,421050,47,2022-09-28 15:08:55,3,240,3,3,True,False,"['design-patterns', 'microservices', 'message-queue', 'permissions', 'notifications']",False
